2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885023100201  PALIMANAN 20210102EPJ0700804  1901143201  	29711500
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885023100200  SUMBERJAYA 20210102EPJ0973905  0801143201  	642000
2021-01-01	KR OTOMATIS 02/01/2021 23:07/3 FLAZZ 885000500134  Cikampek 20210101EPJ5190400  0686220002  	773000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885023100199  KERTAJATI 20210102EPJ0701106  0401143301  	479500
2021-01-02	KR OTOMATIS 02/01/2021 23:07/2 FLAZZ 885000500134  Cikampek 20210102EPJ5190300  0715140002  	3804000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/2 FLAZZ 885000500134  Cikampek 20210102EPJ0264800  0712140002  	3350500
2021-01-02	KR OTOMATIS 02/01/2021 23:07/2 FLAZZ 885000500134  Cikampek 20210102EPJ5190400  0688140002  	538000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885023100197  SUBANG 20210102EPJ0699608  0401143401  	8407500
2021-01-01	KR OTOMATIS 02/01/2021 23:07/2 FLAZZ 885000500134  Cikampek 20210101EPJ5190300  0714140003  	3998000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885023100200  SUMBERJAYA 20210102EPJ0364805  1001143201  	393500
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885000803566  Cikampek Utama 2 20210102EPJ0857300  0507060002  	9242000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/2 FLAZZ 885000500134  Cikampek 20210102EPJ0264400  0722140002  	488000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885023100201  PALIMANAN 20210102EPJ0702704  2101143201  	24027000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885023100201  PALIMANAN 20210102EPJ0706004  1701143201  	36447000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885023100199  KERTAJATI 20210102EPJ0365406  0201143301  	6172000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885023100198  CIKEDUNG 20210102EPJ0972807  0201143301  	711000
2021-01-01	KR OTOMATIS 02/01/2021 23:07/2 FLAZZ 885000500134  Cikampek 20210101EPJ5190000  0683140002  	315500
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885000803566  Cikampek Utama 2 20210102EPJ0424000  0633060002  	1512000
